268	1	1394	2.99	2007-02-15 14:45:47.996577
268	2	1450	4.99	2007-02-15 17:50:34.996577
268	2	1551	3.99	2007-02-16 00:29:41.996577
268	1	2133	0.99	2007-02-17 19:38:31.996577
268	2	2324	4.99	2007-02-18 08:28:59.996577
268	2	2858	2.99	2007-02-19 21:45:37.996577
268	1	3066	3.99	2007-02-20 12:24:07.996577
268	1	3361	1.99	2007-02-21 10:42:49.996577
269	1	1334	3.99	2007-02-15 10:11:35.996577
269	2	1909	2.99	2007-02-17 03:39:30.996577
269	2	2493	6.99	2007-02-18 20:40:35.996577
270	1	1345	4.99	2007-02-15 11:00:39.996577
270	1	1896	6.99	2007-02-17 02:54:12.996577
270	1	2115	3.99	2007-02-17 18:30:42.996577
270	2	3164	5.99	2007-02-20 19:57:26.996577
271	2	1852	2.99	2007-02-16 23:06:46.996577
272	2	1604	4.99	2007-02-16 04:42:51.996577
272	2	2546	5.99	2007-02-19 01:08:05.996577
272	1	3323	5.99	2007-02-21 07:13:59.996577
273	2	1391	6.99	2007-02-15 14:39:47.996577
273	2	1747	6.99	2007-02-16 15:21:59.996577
273	2	1765	4.99	2007-02-16 16:24:36.996577
273	1	2301	1.99	2007-02-18 06:52:29.996577
273	1	3202	0.99	2007-02-20 23:02:13.996577
274	1	2098	0.99	2007-02-17 17:10:35.996577
274	2	3291	9.99	2007-02-21 05:24:02.996577
275	2	1797	3.99	2007-02-16 18:41:29.996577
275	2	2414	0.99	2007-02-18 15:30:21.996577
275	1	2646	4.99	2007-02-19 08:24:27.996577
275	1	3355	2.99	2007-02-21 09:59:13.996577
276	1	1352	0.99	2007-02-15 11:26:53.996577
276	2	2763	4.99	2007-02-19 15:52:00.996577
276	2	3064	6.99	2007-02-20 12:21:39.996577
277	1	1331	2.99	2007-02-15 10:02:59.996577
277	2	1717	2.99	2007-02-16 13:15:42.996577
277	2	2162	3.99	2007-02-17 22:14:13.996577
277	2	2723	4.99	2007-02-19 13:23:49.996577
277	1	3247	5.99	2007-02-21 01:40:41.996577
277	2	3274	4.99	2007-02-21 03:59:02.996577
277	1	3344	2.99	2007-02-21 09:25:53.996577
278	2	1387	0.99	2007-02-15 14:09:22.996577
278	1	1978	2.99	2007-02-17 08:11:00.996577
278	2	2078	4.99	2007-02-17 15:17:21.996577
278	1	3453	2.99	2007-02-21 19:40:37.996577
279	1	1178	2.99	2007-02-14 23:05:06.996577
279	1	2147	4.99	2007-02-17 20:56:39.996577
279	1	3215	0.99	2007-02-20 23:39:58.996577
279	1	3374	2.99	2007-02-21 12:04:56.996577
279	1	3375	4.99	2007-02-21 12:05:44.996577
280	1	2656	3.99	2007-02-19 09:10:59.996577
280	2	3009	4.99	2007-02-20 08:53:10.996577
