1	1	2006-02-15 10:09:17
1	1	2006-02-15 10:09:17
1	1	2006-02-15 10:09:17
1	1	2006-02-15 10:09:17
1	2	2006-02-15 10:09:17
1	2	2006-02-15 10:09:17
1	2	2006-02-15 10:09:17
1	2	2006-02-15 10:09:17
2	2	2006-02-15 10:09:17
2	2	2006-02-15 10:09:17
2	2	2006-02-15 10:09:17
3	2	2006-02-15 10:09:17
3	2	2006-02-15 10:09:17
3	2	2006-02-15 10:09:17
3	2	2006-02-15 10:09:17
4	1	2006-02-15 10:09:17
4	1	2006-02-15 10:09:17
4	1	2006-02-15 10:09:17
4	1	2006-02-15 10:09:17
4	2	2006-02-15 10:09:17
4	2	2006-02-15 10:09:17
4	2	2006-02-15 10:09:17
5	2	2006-02-15 10:09:17
5	2	2006-02-15 10:09:17
5	2	2006-02-15 10:09:17
6	1	2006-02-15 10:09:17
6	1	2006-02-15 10:09:17
6	1	2006-02-15 10:09:17
6	2	2006-02-15 10:09:17
6	2	2006-02-15 10:09:17
6	2	2006-02-15 10:09:17
7	1	2006-02-15 10:09:17
7	1	2006-02-15 10:09:17
7	2	2006-02-15 10:09:17
7	2	2006-02-15 10:09:17
7	2	2006-02-15 10:09:17
8	2	2006-02-15 10:09:17
8	2	2006-02-15 10:09:17
8	2	2006-02-15 10:09:17
8	2	2006-02-15 10:09:17
9	1	2006-02-15 10:09:17
9	1	2006-02-15 10:09:17
9	1	2006-02-15 10:09:17
9	2	2006-02-15 10:09:17
9	2	2006-02-15 10:09:17
10	1	2006-02-15 10:09:17
10	1	2006-02-15 10:09:17
10	1	2006-02-15 10:09:17
10	1	2006-02-15 10:09:17
10	2	2006-02-15 10:09:17
10	2	2006-02-15 10:09:17
10	2	2006-02-15 10:09:17
11	1	2006-02-15 10:09:17
11	1	2006-02-15 10:09:17
11	1	2006-02-15 10:09:17
11	1	2006-02-15 10:09:17
11	2	2006-02-15 10:09:17
11	2	2006-02-15 10:09:17
11	2	2006-02-15 10:09:17
12	1	2006-02-15 10:09:17
12	1	2006-02-15 10:09:17
12	1	2006-02-15 10:09:17
12	2	2006-02-15 10:09:17
12	2	2006-02-15 10:09:17
12	2	2006-02-15 10:09:17
12	2	2006-02-15 10:09:17
13	2	2006-02-15 10:09:17
13	2	2006-02-15 10:09:17
13	2	2006-02-15 10:09:17
13	2	2006-02-15 10:09:17
15	1	2006-02-15 10:09:17
15	1	2006-02-15 10:09:17
15	2	2006-02-15 10:09:17
15	2	2006-02-15 10:09:17
15	2	2006-02-15 10:09:17
15	2	2006-02-15 10:09:17
16	1	2006-02-15 10:09:17
16	1	2006-02-15 10:09:17
16	2	2006-02-15 10:09:17
16	2	2006-02-15 10:09:17
17	1	2006-02-15 10:09:17
17	1	2006-02-15 10:09:17
17	1	2006-02-15 10:09:17
17	2	2006-02-15 10:09:17
17	2	2006-02-15 10:09:17
17	2	2006-02-15 10:09:17
18	1	2006-02-15 10:09:17
18	1	2006-02-15 10:09:17
18	1	2006-02-15 10:09:17
18	2	2006-02-15 10:09:17
18	2	2006-02-15 10:09:17
18	2	2006-02-15 10:09:17
19	1	2006-02-15 10:09:17
19	1	2006-02-15 10:09:17
19	1	2006-02-15 10:09:17
19	1	2006-02-15 10:09:17
19	2	2006-02-15 10:09:17
19	2	2006-02-15 10:09:17
20	1	2006-02-15 10:09:17
20	1	2006-02-15 10:09:17
20	1	2006-02-15 10:09:17
21	1	2006-02-15 10:09:17
21	1	2006-02-15 10:09:17
21	2	2006-02-15 10:09:17
